"Country","Region","Year","GDP","Score"
Australia,Australia and New Zealand,2017,73.30611430098534,6.150251629102533
Singapore,Southeastern Asia,2018,42.982313610397554,10.381622787806247
Sweden,Western Europe,2018,51.193410887023205,4.68683874521483
Venezuela,Latin America and Caribbean,2021,21.98026689841872,11.071000498507871
Guinea,null region,2017,2.5065527386426805,4.911190901809961
Rwanda,Sub-Saharan Africa,2017,10.221750654359377,0.1564095507712882
Ecuador,Latin America and Caribbean,2019,5.383598667933499,8.43522780556884
Netherlands,Western Europe,2019,43.813422688349476,0.056405714419106835
Lithuania,null region,2015,48.217233151057584,3.786133738939723
Kazakhstan,Central and Eastern Europe,2018,1.3223123913101573,4.815015494720389
Argentina,Latin America and Caribbean,2020,5.936955328694439,2.767002249697819
Afghanistan,null region,2017,1.8901393160814688,2.8814919289757133
Myanmar,Southeastern Asia,2017,10.568421613129832,5.2693624455721615
China,Eastern Asia,2018,46.976810402594865,6.579072303401315
Uruguay,null region,2017,24.326234115439625,4.058248250810005
Yemen,Middle East and Northern Africa,2021,11.437338781330046,8.875951455349691
Macedonia,Central and Eastern Europe,2016,10.046264675565542,8.63699214811685
Greece,null region,2017,64.5303056576143,4.103468049022298
Thailand,Southeastern Asia,2018,44.05500100283988,5.328295599137249
Montenegro,Central and Eastern Europe,2019,44.911831071059524,0.609728176011862
Cyprus,Western Europe,2019,36.57727872426236,3.4172072349253684
Uruguay,null region,2021,29.45274456483084,11.153420010188874
Indonesia,Southeastern Asia,2020,17.75974411148096,1.850119088952281
France,Western Europe,2019,30.26635624654864,7.963132773884245
Hong Kong,null region,2015,0.7914398438328847,6.718651854794549
India,null region,2019,11.098550884833855,5.5661739678970195
Hong Kong,null region,2018,57.00710767703473,3.4098532740918164
Sweden,Western Europe,2021,8.471008811901982,0.8432830065694835
Estonia,null region,2017,7.532449409300566,3.9932762848667074
Turkey,Middle East and Northern Africa,2018,37.01406878116883,9.041852486123014
Austria,null region,2021,25.735573317925784,11.112139763003388
Cambodia,Southeastern Asia,2017,4.509610833892916,6.627692829867887
Liberia,null region,2018,0.7856387732662218,5.708614355803421
Congo (Brazzaville),null region,2019,60.94745126449906,4.231215724591955
Mongolia,Eastern Asia,2020,26.50744322429438,9.583084453982053
Swaziland,Sub-Saharan Africa,2021,11.898621628069208,1.0854556992295605
Estonia,null region,2021,30.466191481730252,9.875231637099118
El Salvador,null region,2021,24.044691076762266,4.076541716855969
Nepal,Southern Asia,2017,20.359140660425915,2.5313276894417758
Ivory Coast,Sub-Saharan Africa,2019,15.728862630816112,3.1614383659160645
Guatemala,Latin America and Caribbean,2021,7.781768270034387,5.71277495268623
Slovenia,Central and Eastern Europe,2020,48.1723481464024,3.989437276229364
Chad,Sub-Saharan Africa,2015,11.564187798535812,6.268723260322028
Costa Rica,Latin America and Caribbean,2019,37.97826321557889,15.257210199040136
Jordan,null region,2019,3.6978671786485053,0.393130573062395
Paraguay,Latin America and Caribbean,2019,19.017317592319838,5.006998672951679
Jordan,null region,2017,22.83303793727767,9.674650198467075
Pakistan,Southern Asia,2016,29.310525158266916,2.206443064928558
Kosovo,Central and Eastern Europe,2016,2.4129365578153372,5.344773096991003
Portugal,Western Europe,2019,64.45612851798815,6.47930647927934
Croatia,Central and Eastern Europe,2015,4.87885143530532,3.1263793350658764
Turkey,Middle East and Northern Africa,2016,11.740517267755378,0.7931983840054996
El Salvador,null region,2015,18.72274654999447,8.829060409033971
Mexico,Latin America and Caribbean,2020,39.35486064719462,1.0076073810980097
Namibia,Sub-Saharan Africa,2019,23.38071514341323,4.203384028275192
Kyrgyzstan,Central and Eastern Europe,2020,8.890073420305242,6.528059646571064
Tunisia,Middle East and Northern Africa,2018,10.834516510309118,1.6952470356616705
Uruguay,null region,2019,17.40711639465712,0.022073862018868913
Burundi,Sub-Saharan Africa,2020,0.0,5.895045713202333
Austria,null region,2016,47.461580421031,9.919044486884118
Maldives,null region,2020,18.42004362126224,13.368959991307383
Zimbabwe,Sub-Saharan Africa,2015,0.4940878437412629,0.18195145302202956
Thailand,Southeastern Asia,2020,24.471408134000164,12.75122620489333
Russia,null region,2017,48.940915641298986,8.791010331095038
Moldova,Central and Eastern Europe,2019,20.769915782571715,2.028453618291805
Panama,Latin America and Caribbean,2018,20.200412786080786,17.098792250237103
Ireland,Western Europe,2018,41.43045373649351,5.250906202368423
Portugal,Western Europe,2015,16.006679466747787,0.08127229787389588
Nepal,Southern Asia,2020,16.261910627778256,1.7457814898915116
Zambia,Sub-Saharan Africa,2017,8.295409276990252,2.64908754794464
Jamaica,Latin America and Caribbean,2016,17.71959242153946,8.626017174096996
Argentina,Latin America and Caribbean,2021,23.622390733457003,5.308278941685922
Switzerland,Western Europe,2019,34.495129723911326,3.6023430689012756
El Salvador,null region,2020,13.981209465008327,0.6049272718383029
Zimbabwe,Sub-Saharan Africa,2018,0.9907613271899153,2.0351987816790813
Malawi,Sub-Saharan Africa,2017,12.10960195458232,5.92340957604391
Uganda,null region,2020,0.9090682737735023,0.8480143314922776
Georgia,Central and Eastern Europe,2017,23.542846814227403,0.42305651758063023
Burkina Faso,Sub-Saharan Africa,2019,4.259349568779361,5.041358226799159
Qatar,null region,2019,46.281557634295474,2.9511298636236356
United Arab Emirates,Middle East and Northern Africa,2021,41.845674978121274,15.770903355382512
Pakistan,Southern Asia,2018,0.804194974658302,5.214802579845577
Congo (Kinshasa),Sub-Saharan Africa,2015,0.0,8.554256079839776
Turkmenistan,Central and Eastern Europe,2021,44.053458810435984,3.229655259014905
Colombia,Latin America and Caribbean,2015,23.311387097786625,4.71587078471982
France,Western Europe,2017,25.53706935899157,8.360949774376014
Central African Republic,Sub-Saharan Africa,2018,0.7405534397889987,1.5532730067191722
Estonia,null region,2018,49.71945867883109,2.252408132777431
Rwanda,Sub-Saharan Africa,2015,8.248823763291291,4.887947051153264
Togo,Sub-Saharan Africa,2015,6.016925496924283,2.273968345906113
Ukraine,Central and Eastern Europe,2017,47.59850168406368,7.390421595811203
Tajikistan,null region,2015,4.332849215689178,4.808088824463784
Uganda,null region,2018,13.523745123386934,2.261139579250669
Bhutan,Southern Asia,2015,20.030233462527985,8.537628926482256
Togo,Sub-Saharan Africa,2021,10.466246662743728,0.40770133876483944
Yemen,Middle East and Northern Africa,2017,19.117414084309367,6.1074831148603375
Austria,null region,2019,37.1785605351189,17.328323254631417
United States,North America,2017,29.786781219886464,5.786782875948887
Libya,null region,2018,8.444541055154511,8.38745459751661
Romania,Central and Eastern Europe,2018,37.952144120858655,9.892728014207623
Indonesia,Southeastern Asia,2017,38.05055042589826,4.273007923215838
Pakistan,Southern Asia,2016,13.339294820964259,10.188142773093029
Colombia,Latin America and Caribbean,2015,12.439203171038395,9.516646928858288
Dominican Republic,null region,2018,28.48758912260921,6.647101627631996
Cameroon,null region,2021,5.446806116842477,9.70828664286444
Tajikistan,null region,2019,6.095871239188519,6.4801738274294
Bulgaria,null region,2018,39.00018868001115,5.795347832424812
Kyrgyzstan,Central and Eastern Europe,2018,16.912854748886613,8.871345360994288
Bahrain,Middle East and Northern Africa,2017,37.23232585646356,9.431185758293772
Croatia,Central and Eastern Europe,2019,64.6882580279055,2.7138026377110105
Chile,null region,2020,32.68072241684834,6.431746191200448
Chile,null region,2019,39.484238320021824,1.4381745292083523
Kazakhstan,Central and Eastern Europe,2018,49.74701767028758,7.519934863370201
El Salvador,null region,2018,55.54604545949257,16.81215835080327
Gabon,Sub-Saharan Africa,2021,32.85312872192154,3.457710027789341
Honduras,null region,2018,17.813565749077384,6.722938026340973
Lebanon,null region,2020,6.725462332866306,0.7197130464057069
Portugal,Western Europe,2017,57.24192574141737,3.664694521889175
Canada,null region,2019,19.408639145003793,10.796476338241451
Bangladesh,null region,2018,4.055030703496771,6.5330117855319845
Azerbaijan,Central and Eastern Europe,2020,6.5949177426403915,1.6089024599768322
Somalia,Sub-Saharan Africa,2018,0.0,5.886206937602002
Luxembourg,Western Europe,2019,33.008874430452316,3.4286183087982187
Ukraine,Central and Eastern Europe,2021,37.04985888600048,9.509757198514942
Algeria,null region,2021,27.51611391818507,5.9268293051612595
New Zealand,Australia and New Zealand,2018,44.51746082782466,15.605319870873364
Spain,null region,2015,9.249706225580317,0.05455783745208922
Bangladesh,null region,2020,19.090087567204225,4.510981416577924
South Korea,Eastern Asia,2016,25.111335007066824,5.05875948897541
Serbia,Central and Eastern Europe,2015,33.32661300493371,1.532753647592239
Malaysia,Southeastern Asia,2016,74.4510690456044,4.548376132566624
El Salvador,null region,2019,34.04084645599385,12.111082571467474
Palestinian Territories,null region,2021,21.144024752014953,4.687532389829055
Luxembourg,Western Europe,2016,28.97179345760754,13.268765728323906
Kuwait,Middle East and Northern Africa,2019,24.5899964755293,5.788270017264465
Afghanistan,null region,2016,1.2088523702482463,4.33638122402304
Ukraine,Central and Eastern Europe,2015,37.74721176960928,4.703043405724781
Morocco,Middle East and Northern Africa,2018,31.0780845807401,3.0197283295507904
Luxembourg,Western Europe,2016,32.39055110862554,0.9445429224520487
Egypt,null region,2015,49.47049592094939,8.64579109882973
Mexico,Latin America and Caribbean,2015,8.349972871954165,12.648031767119635
Canada,null region,2021,26.424273528471485,6.306797985064837
Iran,Middle East and Northern Africa,2021,30.668734491244642,1.8251774409382095
Azerbaijan,Central and Eastern Europe,2015,11.022708223362311,7.930361996814901
Czech Republic,Central and Eastern Europe,2016,44.489650627934246,7.867012967425904
Algeria,null region,2015,25.87522594174729,2.1648823109835114
Saudi Arabia,null region,2020,62.98514385233195,10.563333647313636
Argentina,Latin America and Caribbean,2021,12.884612167211698,2.8808406608778636
Germany,Western Europe,2020,13.793125417135377,7.943220474607249
Laos,Southeastern Asia,2015,15.855814921821683,5.761017006050123
Vietnam,Southeastern Asia,2019,11.524512682459113,4.548008248745408
Norway,Western Europe,2017,51.371142324917486,11.674357196010858
Tanzania,Sub-Saharan Africa,2019,14.654312541422588,3.1207148807587872
Japan,Eastern Asia,2015,42.69061947457339,3.696011079489317
Azerbaijan,Central and Eastern Europe,2020,5.406964003480443,10.308784639442168
Ghana,Sub-Saharan Africa,2015,11.61852236928055,3.6852888507128974
Austria,null region,2019,80.82978462072889,7.111769958202264
Luxembourg,Western Europe,2021,23.595350950811476,4.3173487671411825
Montenegro,Central and Eastern Europe,2016,43.64049508399136,0.416357439121254
Germany,Western Europe,2017,8.109426405866326,3.6677760306079823
Uzbekistan,Central and Eastern Europe,2020,43.71118340349049,8.490188693854975
Togo,Sub-Saharan Africa,2016,7.914058978569717,2.504077648063678
Philippines,null region,2021,2.1022892580901815,7.509354695090361
Estonia,null region,2016,14.008989401623111,2.608416876698198
Italy,null region,2015,34.02592766233942,4.545907184578063
Bangladesh,null region,2018,11.818889261994688,3.2673312430127615
Mongolia,Eastern Asia,2021,32.15735905592987,6.233428545531935
Kyrgyzstan,Central and Eastern Europe,2021,13.378253520184924,2.3127589325945928
Lesotho,Sub-Saharan Africa,2018,20.56820121507414,4.14664076961506
Uzbekistan,Central and Eastern Europe,2019,26.691608379836737,5.569004124178087
Azerbaijan,Central and Eastern Europe,2021,9.602374089511114,5.494075206632751
Brazil,Latin America and Caribbean,2015,2.7756951116957773,4.590968846982548
Togo,Sub-Saharan Africa,2021,9.91329642326822,7.478001502849088
Norway,Western Europe,2020,64.89494979460132,9.54467239951697
Switzerland,Western Europe,2015,65.61104340016506,12.27135093757727
France,Western Europe,2020,4.603768873247947,10.218842082780965
Turkey,Middle East and Northern Africa,2018,40.18904190690334,6.937118482392971
Syria,Middle East and Northern Africa,2019,0.09728149685690038,1.4653852747742702
Niger,Sub-Saharan Africa,2017,2.7721688661378874,7.399523512338975
Philippines,null region,2019,7.626865630629682,7.170665424457514
Italy,null region,2016,7.560517090932887,6.6257389759535075
Botswana,null region,2018,11.50683300433272,1.7582271130318945
Sri Lanka,Southern Asia,2015,26.667494929245503,5.2786976213322125
Cyprus,Western Europe,2016,38.3074090456203,4.933029141028396
Puerto Rico,null region,2016,30.969306223704073,8.446636830723763
Macedonia,Central and Eastern Europe,2015,8.595558901877045,5.5497397362721745
Sri Lanka,Southern Asia,2021,31.93252240464462,1.9840575160430052
Hungary,Central and Eastern Europe,2019,16.40595218597024,7.041254796083647
China,Eastern Asia,2021,47.55643319069065,6.761410858347672
Turkey,Middle East and Northern Africa,2021,38.388635347688734,2.227274231991404
Germany,Western Europe,2016,24.42769899315155,10.969921509543815
Tanzania,Sub-Saharan Africa,2017,19.826704530697185,4.100876596502848
Nepal,Southern Asia,2015,2.485527760133967,6.806945983762063
Sri Lanka,Southern Asia,2019,17.087871313789815,3.1655338446717387
Mexico,Latin America and Caribbean,2019,52.07162473110595,6.929695211517291
Albania,Central and Eastern Europe,2019,20.375218010417193,1.326949752149995
United Arab Emirates,Middle East and Northern Africa,2020,54.703988601948296,1.5557588452750202
Armenia,Central and Eastern Europe,2018,0.4419450559631461,2.903494566661028
Turkmenistan,Central and Eastern Europe,2017,36.919332949527195,6.9762255519657295
Croatia,Central and Eastern Europe,2018,38.76080227799414,6.4134473600114585
Congo (Brazzaville),null region,2017,14.815771200074206,3.581632721622495
Lithuania,null region,2019,20.580183188661316,11.291034597440525
Bolivia,Latin America and Caribbean,2017,30.2145483644163,7.247000999812967
Ethiopia,null region,2017,3.295609047098262,0.21117456299512843
Malawi,Sub-Saharan Africa,2016,1.829003689963414,2.948981682118867
Czech Republic,Central and Eastern Europe,2018,21.971813087322406,5.477355409821253
Venezuela,Latin America and Caribbean,2020,58.731539607542956,3.801697753556866
Suriname,Latin America and Caribbean,2015,32.74130712058162,0.7724104753835647
Croatia,Central and Eastern Europe,2018,22.450274843053258,12.057560071104163
Azerbaijan,Central and Eastern Europe,2015,18.126783133944993,4.700340020347679
Zambia,Sub-Saharan Africa,2018,33.09686687424611,1.5650380995375326
Zambia,Sub-Saharan Africa,2021,13.703476905060315,3.2371866279321084
Hong Kong,null region,2016,46.6472527332389,0.31887432439012703
Afghanistan,null region,2018,14.983074349392858,3.087970091892469
Taiwan,Eastern Asia,2018,29.284705419476275,3.8253713438417236
Iceland,Western Europe,2016,66.30728726054747,22.16862664077428
Cameroon,null region,2017,21.835751815988086,0.37705308477096977
Serbia,Central and Eastern Europe,2019,1.0217820949380443,6.745585647169869
Northern Cyprus,-,2019,51.26814938088697,8.705738795792215
Kazakhstan,Central and Eastern Europe,2016,3.9523013267228224,7.4428769764915375
Greece,null region,2015,39.89263206085207,3.2201442520007064
Mali,Sub-Saharan Africa,2018,1.0612148267416885,6.67602786149371
Iraq,Middle East and Northern Africa,2016,6.920218878004145,7.868093771893325
Sweden,Western Europe,2016,26.578209563234736,7.780610315334911
North Cyprus,null region,2020,30.255379139156155,5.452811659527033
Tunisia,Middle East and Northern Africa,2019,26.813771959115584,6.268015723148883
Philippines,null region,2015,24.275337387426134,3.6619073366971406
Ghana,Sub-Saharan Africa,2018,6.132415347770334,1.4045488758656588
Spain,null region,2020,26.38808695077365,4.721420232185942
Lesotho,Sub-Saharan Africa,2021,18.31012460605958,4.330994049626416
Sierra Leone,Sub-Saharan Africa,2018,6.472044651066323,5.567914238972612
North Cyprus,null region,2016,39.696098911781874,9.178867236502226
Estonia,null region,2015,33.69018901617681,6.646094730835649
Iraq,Middle East and Northern Africa,2018,2.902095001385377,4.142534480662764
Costa Rica,Latin America and Caribbean,2018,24.846026547778035,4.862866302357706
Liberia,null region,2020,5.140257802192656,6.309476002017155
Argentina,Latin America and Caribbean,2015,20.344993379636417,7.920507266779849
Bhutan,Southern Asia,2019,16.66618330441609,10.847312122782363
Algeria,null region,2020,13.814256406693415,3.5321737142975387
Germany,Western Europe,2018,58.500345861837154,7.6535379926311835
China,Eastern Asia,2020,12.625066938147192,8.981815231387925
Argentina,Latin America and Caribbean,2018,15.412470167133154,8.320020421419626
China,Eastern Asia,2015,8.471401112056297,8.047492985488125
Iran,Middle East and Northern Africa,2021,24.48358865747283,3.7391256948422003
Comoros,null region,2015,11.475269156653097,2.9750904895329984
Finland,null region,2018,27.314816469537202,10.204881274444636
Honduras,null region,2019,19.357856371556352,0.06346650336123681
Hungary,Central and Eastern Europe,2016,6.390897541546057,0.5929800177645863
Kazakhstan,Central and Eastern Europe,2018,30.536173151207777,5.2263405203761994
Lithuania,null region,2017,18.00065560661985,9.319715974619585
Zimbabwe,Sub-Saharan Africa,2021,28.04818702742379,3.0517740940749203
United States,North America,2021,8.168402877982901,10.463895577809451
France,Western Europe,2016,22.613833670046713,8.094402354765899
Palestinian Territories,null region,2016,13.565314660124479,1.3158735502140824
Panama,Latin America and Caribbean,2019,37.38048478743751,9.48281535575409
Panama,Latin America and Caribbean,2016,13.918015086747454,1.042787135713344
Argentina,Latin America and Caribbean,2021,37.092433975566294,11.624146377207204
Morocco,Middle East and Northern Africa,2020,12.221537395103324,2.3523610627045293
Bulgaria,null region,2017,34.737177199220085,8.685827793803837
Slovenia,Central and Eastern Europe,2021,28.305875686245127,6.232037130944625
North Macedonia,null region,2021,43.77031288250936,7.013931355738655
Sudan,Sub-Saharan Africa,2018,9.469829828959467,3.4863602284524027
United States,North America,2019,56.92432824514129,8.402431088336959
Israel,null region,2019,13.560743808275465,1.399470406357267
El Salvador,null region,2021,14.428214357640417,5.4321776214960416
Chile,null region,2016,98.55898889805852,4.648088522839297
Moldova,Central and Eastern Europe,2021,27.507250625554278,7.223696741934102
Liberia,null region,2021,6.874178474810485,0.4318994643955816
Bahrain,Middle East and Northern Africa,2020,22.91219665849419,3.6085801758430898
Morocco,Middle East and Northern Africa,2020,2.9093813534265305,10.504279606782664
Yemen,Middle East and Northern Africa,2021,15.284487013966327,1.4775794514080516
Mongolia,Eastern Asia,2019,44.23773057518135,3.980355487265576
Bolivia,Latin America and Caribbean,2018,13.749227900923822,1.5422765668000256
Slovakia,null region,2021,56.22616487356623,9.766323070633717
Iceland,Western Europe,2015,45.35876175982087,6.367366746655799
Kyrgyzstan,Central and Eastern Europe,2019,4.823196193742426,3.550634425840843
Rwanda,Sub-Saharan Africa,2017,19.813779546383977,6.160677906228993
Costa Rica,Latin America and Caribbean,2016,16.82400193952534,0.10436141985987016
Guinea,null region,2019,1.662585653738666,5.706910410747823
United States,North America,2017,21.148445305229867,9.740995773748928
Taiwan Province of China,-,2017,42.26242894823534,3.127083114010544
United Arab Emirates,Middle East and Northern Africa,2016,44.03096902341141,8.411118109134355
Russia,null region,2015,23.984419808946686,7.628070741882791
Mauritius,Sub-Saharan Africa,2017,63.70951566883919,7.355804666866631
Bulgaria,null region,2015,4.905425701898285,0.891030810632561
Georgia,Central and Eastern Europe,2019,14.346068429889039,8.928544451225546
Australia,Australia and New Zealand,2019,48.95439344880094,2.3344026310796946
South Korea,Eastern Asia,2019,71.4638686494279,3.424670748378015
Mauritania,Sub-Saharan Africa,2021,10.671494802685094,5.4041569553622
Uganda,null region,2015,5.380652512434052,3.3619753268942603
Bahrain,Middle East and Northern Africa,2015,57.559259593264215,2.92035711725559
Togo,Sub-Saharan Africa,2018,7.676652052933447,5.4929060479667005
Namibia,Sub-Saharan Africa,2019,16.689995620867776,4.882089619520227
Turkey,Middle East and Northern Africa,2016,25.707775292417523,4.062966434882066
Croatia,Central and Eastern Europe,2015,21.0632428007055,11.966502397521907
Uganda,null region,2017,11.86560751240759,5.489608543638293
Congo (Brazzaville),null region,2015,14.115312275252,3.877209830422827
Ukraine,Central and Eastern Europe,2017,36.04345896674107,6.148370806269926
Slovenia,Central and Eastern Europe,2015,33.188672540685324,6.091015118551373
Latvia,Central and Eastern Europe,2018,6.596585030409911,0.8347958893128111
South Africa,Sub-Saharan Africa,2017,35.67100610082829,1.4636976691491304
Slovakia,null region,2016,44.2865490185595,2.7214110715962367
Libya,null region,2015,48.31593984418785,8.344302028690063
Morocco,Middle East and Northern Africa,2020,3.6927135555564674,1.5990729012531755
India,null region,2018,32.129240173498474,3.9269740518601126
Croatia,Central and Eastern Europe,2015,29.315360910625767,3.3617566776271794
Cambodia,Southeastern Asia,2021,35.06407707748539,2.482529661507949
Zimbabwe,Sub-Saharan Africa,2017,8.590663604077927,3.2414311475679525
Kuwait,Middle East and Northern Africa,2017,25.076027860055422,7.830202931846959
Nicaragua,Latin America and Caribbean,2021,43.71350676865715,1.1266895448634586
Guinea,null region,2021,12.290271480116678,10.710532185551797
Chile,null region,2016,7.82810926079209,11.54359098239258
Belgium,Western Europe,2017,47.001634203379766,3.0839908373849627
Comoros,null region,2020,8.473485799477888,2.969979308970833
Lesotho,Sub-Saharan Africa,2021,5.408880301246309,4.9031829026486555
Myanmar,Southeastern Asia,2020,10.06080340162529,6.085108721257212
Slovenia,Central and Eastern Europe,2019,0.9869459604962114,9.672264445166794
Romania,Central and Eastern Europe,2018,13.053147928835873,6.563815229417487
Mauritius,Sub-Saharan Africa,2017,53.15925048841061,3.9321181784258443
Canada,null region,2017,40.19694566416431,0.6826274986843806
Kyrgyzstan,Central and Eastern Europe,2015,9.212386973813864,0.22997248587114852
Senegal,Sub-Saharan Africa,2018,20.060547938535702,5.119974229180146
Russia,null region,2016,20.99216854258652,4.371319917938266
Japan,Eastern Asia,2021,81.48401152775978,7.659388509765723
Benin,Sub-Saharan Africa,2021,7.935671183977,5.642505846603127
Madagascar,Sub-Saharan Africa,2015,8.76107773860573,3.38449929396186
Syria,Middle East and Northern Africa,2019,40.87055332811226,11.640188414979894
Mauritius,Sub-Saharan Africa,2018,17.801995149503394,1.4353497791246688
Chad,Sub-Saharan Africa,2016,15.703522170040966,8.982096792183349
Congo (Brazzaville),null region,2021,19.272042744854474,0.4791481976746248
Georgia,Central and Eastern Europe,2020,41.07326613610834,5.100629771073919
Iran,Middle East and Northern Africa,2018,10.778651456996773,2.1922691378164276
Panama,Latin America and Caribbean,2018,34.60682697878712,4.944881636238845
Kosovo,Central and Eastern Europe,2015,12.601624297635793,3.127613177622906
Pakistan,Southern Asia,2018,19.291572722491278,1.3172840024426182
Vietnam,Southeastern Asia,2017,18.902542908038317,9.048476574023123
Malaysia,Southeastern Asia,2017,12.520392146789977,7.465603271508638
Comoros,null region,2020,4.777621151435162,0.3379824736486789
Kazakhstan,Central and Eastern Europe,2015,52.31346128969566,8.529356839309976
Montenegro,Central and Eastern Europe,2018,13.086542759238755,9.813292463543478
Czech Republic,Central and Eastern Europe,2021,38.66428221425393,5.873560107147645
Taiwan Province of China,-,2021,124.95005776384659,4.176591865091397
Bangladesh,null region,2019,3.465282921536292,2.7281569317766
Congo (Brazzaville),null region,2018,25.394770258676683,0.8154615830113455
Australia,Australia and New Zealand,2015,44.24086476433308,10.073855196366141
Kenya,null region,2019,2.8882871114151603,3.104474345183843
New Zealand,Australia and New Zealand,2018,16.307941809506435,2.4509925009734648
Mauritania,Sub-Saharan Africa,2015,33.34214935281983,7.618201602719359
Mexico,Latin America and Caribbean,2015,23.385607907315876,1.3568200721858825
Uruguay,null region,2018,15.068625124814778,9.396472739916224
Slovenia,Central and Eastern Europe,2021,37.954333844541296,6.958325030077929
Bolivia,Latin America and Caribbean,2016,33.88802921612398,16.72791102859631
Morocco,Middle East and Northern Africa,2019,29.175911054589722,0.4036684172873249
Uruguay,null region,2020,30.863646202173054,6.12432951548449
Hong Kong,null region,2015,47.85031760261421,0.7056370234628124
Bahrain,Middle East and Northern Africa,2020,80.66297596161571,1.4687971587186406
Benin,Sub-Saharan Africa,2019,19.328717897033453,6.731897938498409
Croatia,Central and Eastern Europe,2021,34.191293231026805,8.786570455474893
Dominican Republic,null region,2015,24.298360289838943,4.638787194995036
Chile,null region,2019,10.03169398385148,11.370960724953617
Malaysia,Southeastern Asia,2015,10.056599013973324,5.572695359679215
France,Western Europe,2021,26.99558501681834,1.9769759215778406
Guinea,null region,2015,6.162908950618678,4.43740039179626
Greece,null region,2019,8.060797533847218,4.5436372883384095
Turkmenistan,Central and Eastern Europe,2021,26.21924217673283,2.3625767143373375
Bolivia,Latin America and Caribbean,2017,12.276127214516015,2.491028499991917
China,Eastern Asia,2019,9.196446167027098,7.861099275942282
Bosnia and Herzegovina,Central and Eastern Europe,2020,38.018222269579745,7.0615529762848785
Dominican Republic,null region,2016,18.341829015130944,2.0864231635081327
United Kingdom,Western Europe,2015,36.31685512948303,10.577158130419706
Kazakhstan,Central and Eastern Europe,2015,13.056510733086169,3.1300866859359977
Cambodia,Southeastern Asia,2020,28.09397339406096,4.380778685810853
Bosnia and Herzegovina,Central and Eastern Europe,2021,22.182515212516133,7.341666645204116
Norway,Western Europe,2015,74.81678230309959,6.884900767990843
Sweden,Western Europe,2017,20.25943294651068,0.8340029812367321
Belgium,Western Europe,2015,16.768994786928832,5.141426269350283
Netherlands,Western Europe,2018,19.84431899542602,1.779526148385251
Vietnam,Southeastern Asia,2021,23.547005455153194,2.1816490196720197
Canada,null region,2018,39.987445854575505,2.9375841398324707
Nepal,Southern Asia,2021,4.729650556604068,2.455011006691093
Indonesia,Southeastern Asia,2015,33.84545151455518,2.5754356536383125
Ecuador,Latin America and Caribbean,2018,16.362700885002273,4.112295131793284
Vietnam,Southeastern Asia,2017,10.545833677524607,0.7277200318364551
Burundi,Sub-Saharan Africa,2020,0.0,0.9524859069846922
Algeria,null region,2018,34.11426094667289,4.9154278793852315
Sudan,Sub-Saharan Africa,2017,16.03489434272133,10.373579670413994
Qatar,null region,2017,21.755841339337966,11.560547181166266
Sri Lanka,Southern Asia,2019,15.206599674324785,4.311113354002623
United Arab Emirates,Middle East and Northern Africa,2017,53.48720698699729,7.171323981730505
Moldova,Central and Eastern Europe,2017,18.42791699970902,6.172816844989252
Haiti,Latin America and Caribbean,2018,4.4661073276952195,7.165273981443437
Slovakia,null region,2019,65.11318489705856,10.948911236692977
Kosovo,Central and Eastern Europe,2015,38.60525583876953,1.8726746933268419
Mongolia,Eastern Asia,2017,32.40099533355824,2.9057004603174907
France,Western Europe,2020,28.460441607632358,3.0610137715106256
Congo (Brazzaville),null region,2016,15.92070171492613,6.1169541872608555
Peru,Latin America and Caribbean,2021,22.512009901516613,7.717266306942518
Syria,Middle East and Northern Africa,2016,4.2404861177228845,3.3427694359488256
Ukraine,Central and Eastern Europe,2020,23.62043276842549,2.3475082718931732
Nicaragua,Latin America and Caribbean,2016,16.66701506565124,7.046758401280702
Jamaica,Latin America and Caribbean,2021,4.941205373218016,3.7436510576011335
India,null region,2015,7.242370929249214,6.999021976758246
Nigeria,null region,2017,18.030484620114017,7.091288635595182
Moldova,Central and Eastern Europe,2021,29.86702921818365,3.5735585144097133
Namibia,Sub-Saharan Africa,2016,4.215669741869177,5.29835214080721
Nigeria,null region,2015,2.7820561478280554,2.2856824307482433
Cyprus,Western Europe,2017,13.180597024703017,11.756252734464862
Slovakia,null region,2018,18.555234780456985,11.4777671364771
Botswana,null region,2017,22.314129280316646,5.54216738027661
Belarus,null region,2017,40.42710218938478,5.552460841309674
Taiwan Province of China,-,2017,26.8624830643505,9.716938330467693
Finland,null region,2019,43.01040501806462,4.484087427177471
Bosnia and Herzegovina,Central and Eastern Europe,2015,28.319905118807583,7.644970803499429
United Arab Emirates,Middle East and Northern Africa,2020,10.212741409454729,15.220298892123159
Azerbaijan,Central and Eastern Europe,2021,19.217635499141515,5.45947818303286
China,Eastern Asia,2019,48.702768324547264,6.378278681937419
Ethiopia,null region,2015,7.199847592904867,11.068960010673539
Mali,Sub-Saharan Africa,2020,20.809894958503158,7.4139369492979155
Bosnia and Herzegovina,Central and Eastern Europe,2015,15.915570101937192,11.156538625160168
Senegal,Sub-Saharan Africa,2016,10.539317150388392,1.3690137036072472
Myanmar,Southeastern Asia,2018,10.902416781326437,0.2324412987390128
Italy,null region,2017,38.625212569639665,3.384102749676177
Vietnam,Southeastern Asia,2018,15.460069897219881,5.878648356166233
Comoros,null region,2020,3.440351670536876,11.037410769068124
